Name,Prefix,Date Joined,Date of Last Deposit,Date of Last Query,Reference Links Live
Springer Fachmedien Wiesbaden GmbH,10.1365,"Apr 03, 2003","May 03, 2016","May 11, 2016",Yes
Springer Publishing Company,10.1891,"Aug 12, 2004","May 11, 2016","Oct 05, 2015",Yes
Springer-Verlag,10.1007,"Jul 01, 2000","May 12, 2016","May 12, 2016",Yes
Springer-Verlag,10.1140,"Jul 01, 2000","May 12, 2016","May 12, 2016",Yes
Springer-Verlag,10.1007,"Jul 01, 2000","May 12, 2016","May 12, 2016",Yes
Springer-Verlag,10.1140,"Jul 01, 2000","May 12, 2016","May 12, 2016",Yes
SPVS - Sociedade Portuguesa de Vida Selvagem,10.2461,"Nov 28, 2005","Dec 30, 2015","Dec 17, 2013",Yes
SRI Institute of Political and Mediametric Studies IPMS,10.15535,"Jun 17, 2014","Jun 17, 2015",unknown,-
Sri Lanka Journals Online,10.4038,"Oct 09, 2008","May 10, 2016",unknown,-
Sri Venkateswara Institute of Medical Sciences,10.15380,"Apr 30, 2014","Apr 01, 2016",unknown,-
SRUMB - Romanian Society for Ultrasonography in Medicine and Biology,10.11152,"Nov 28, 2012","Nov 27, 2015",unknown,-
St. Louis University,10.7814,"Jul 30, 2012","Jul 27, 2015",unknown,-
St. Mary's College of California,10.18263,,unknown,unknown,-
St. Petersburg State Polytechnical University,10.5862,"Jan 17, 2012","Apr 08, 2016",unknown,-
St. Petersburg State University,10.18199,,"Dec 29, 2015",unknown,-
"St. Plum-Blossom Press Pty, Ltd.",10.5503,"Dec 06, 2010",unknown,unknown,-
St. Tikhon's Orthodox University,10.15382,"Jun 05, 2014","Apr 28, 2016",unknown,-
STAIN Ponorogo,10.21154,,unknown,unknown,-
Stanford Division of Pain Management,10.12805,"Mar 11, 2013",unknown,unknown,-
Stanford University Press,10.11126,"Nov 19, 2012","Jan 21, 2016",unknown,-
State Institute of Islamic Studies Salatiga,10.18326,,"Jul 14, 2015",unknown,-
State Institution Luhansk Taras Shevchenko National University,10.12958,"Nov 25, 2013","Mar 11, 2014",unknown,-
State Islamic College of Kudus,10.21043,,"Mar 01, 2016",unknown,-
"State Islamic University (UIN) of Sunan, Ampel",10.15642,"Jul 24, 2014","Mar 15, 2016",unknown,-
State Islamic University of Raden Fatah Palembang,10.19109,,"May 11, 2016",unknown,-
State Public Scientific Technological Library SB RAS,10.20913,,"Mar 22, 2016",unknown,-
State University of Malang (UM),10.17977,,"Jan 27, 2016",unknown,-
Statistics and Probability African Society (SPAS),10.16929,,"Apr 21, 2016",unknown,-
Statisztikai Szemle,10.20311,,"May 10, 2016",unknown,-
Stavropol State Medical University,10.14300,"Aug 30, 2013","Apr 14, 2016",unknown,-
STEF92 Technology,10.5593,"Mar 14, 2011","Apr 24, 2016",unknown,-
Stefan cel Mare University of Suceava,10.4316,"Sep 28, 2009","Apr 17, 2016",unknown,-
Steklov Mathematical Institute,10.4213,"May 18, 2009","Apr 27, 2016","Oct 05, 2015",Yes
Stellenbosch University - Acta Germanica,10.11147,"Jun 29, 2011",unknown,unknown,-
"Stellenbosch University - African East Asian Affairs, The China Monitor",10.7552,"Jun 29, 2011","Dec 17, 2015",unknown,-
Stellenbosch University - African Journal of Business Ethics,10.15249,"Jun 29, 2011","Jan 22, 2016",unknown,-
Stellenbosch University - African Population Studies,10.11564,"Jun 29, 2011","Mar 02, 2016",unknown,-
Stellenbosch University - African Public Procurement Law Journal,10.14803,"Jun 29, 2011","Dec 17, 2015",unknown,-
Stellenbosch University - African Zoology,10.5786,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - Akroterion,10.7445,"Jun 29, 2011","Aug 25, 2015",unknown,-
Stellenbosch University - Global Media Journal African Edition,10.5789,"Jun 29, 2011","Jul 23, 2015",unknown,-
Stellenbosch University - Lexikos,10.5788,"Jun 29, 2011","Dec 10, 2015",unknown,-
Stellenbosch University - Missionalia,10.7832,"Jun 29, 2011","Mar 04, 2016",unknown,-
Stellenbosch University - Nederduitse Gereformeerde Teologiese Tydskrif,10.5952,"Jun 29, 2011","Dec 10, 2015",unknown,-
Stellenbosch University - OriON,10.5784,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - Per Linguam,10.5785,"Jun 29, 2011","Feb 03, 2015",unknown,-
Stellenbosch University - SAJIE,10.11146,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - Scientia Militaria,10.5787,"Jun 29, 2011","Nov 16, 2015",unknown,-
Stellenbosch University - Scriptura,10.7833,"Jun 29, 2011","Dec 17, 2015",unknown,-
Stellenbosch University - Social Work/Maatskaplike Werk,10.15270,"Jun 29, 2011","Jan 20, 2016",unknown,-
Stellenbosch University - Soil Survey Journal,10.11148,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - South African Economic History Annual,10.11562,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - South African Journal of Enology and Viticulture,10.21548,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - South African Journal of Higher Education,10.20853,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - South African Journal of Industrial Engineering,10.7166,"Jun 29, 2011","Dec 01, 2015",unknown,-
Stellenbosch University - South African Journal of Library and Information Science,10.7553,"Jun 29, 2011","Feb 16, 2015",unknown,-
Stellenbosch University - SPIL,10.5774,"Jun 29, 2011","Feb 11, 2014",unknown,-
Stellenbosch University - SPILPlus,10.5842,"Jun 29, 2011","Feb 02, 2016",unknown,-
Stellenbosch University - Trends in Nursing,10.14804,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - Wound Healing Southern Africa,10.11563,"Jun 29, 2011",unknown,unknown,-
Stellenbosch University - Zambian Journal of Physiotherapy,10.5910,"Jun 29, 2011",unknown,unknown,-
STEM Fellowship,10.17975,,unknown,unknown,-
StemBook,10.3824,"Mar 04, 2008",unknown,unknown,-
Stewart Postharvest Solutions,10.2212,"Apr 27, 2005","Oct 14, 2015",unknown,Yes
Stichting European Real Estate Society,10.15396,"May 20, 2014","Dec 09, 2015",unknown,-
Stichting SciPost,10.21468,,unknown,unknown,-
STIE Perbanas Surabaya,10.14414,"Oct 17, 2013","Oct 29, 2015",unknown,-
Stilus Optimus,10.5037,"Dec 17, 2009","Mar 31, 2016",unknown,Yes
Stockholm University Press,10.16993,,"Apr 26, 2016",unknown,-
Stolichnaya Izdatelskaya Kompaniyaizdat,10.20996,,"May 05, 2016",unknown,-
Stowarzyszenie Psychologia i Architektura (Society for Psychology and Architecture),10.14691,"Dec 16, 2013","Aug 05, 2015",unknown,-
Strategic Studies and Agriculture Policy,10.20957,,"Apr 06, 2016",unknown,-
Studentska Sekcija za Neuroznanost,10.17486,,"Jun 27, 2015",unknown,-
Studia Botanica Hungarica,10.17110,,"Dec 21, 2015",unknown,-
Studia Mundi - Economica,10.18531,,unknown,unknown,-
Studia Slavica Savariensia,10.17668,,"Jul 06, 2015",unknown,-
Studies of the Ottomon Domain,10.19039,,"Nov 03, 2015",unknown,-
Studies on History Education,10.16976,,"Sep 22, 2015",unknown,-
Study Group of Aero Aqua Bio-mechanisms,10.5226,"May 17, 2010","Nov 09, 2015",unknown,Yes
Study Group of Microwave Surgery,10.3380,"Aug 22, 2007","Dec 08, 2015",unknown,Yes
Subsea Diving Contractor di Stefano Di Cagno Publisher,10.17272,,"Feb 19, 2015",unknown,-
Sulcus Publishing,10.18600,,"Apr 01, 2016",unknown,-
Suleyman Demirel University Visionary Journal,10.21076,,unknown,unknown,-
Sultan Qaboos University Medical Journal,10.18295,,"Apr 12, 2016",unknown,-
"Sumart Processing Society for Materials, Environment and Energy",10.7791,"Jul 24, 2012","Jan 07, 2016",unknown,-
Summa Psicologica UST,10.18774,,unknown,unknown,-
Sumy State University,10.21272,,unknown,unknown,-
Sunan Gunung Djati State Islamic University of Bandung,10.15575,"Jun 26, 2014","Apr 28, 2016",unknown,-
Sung Shin Women's University Educational Reseaerch Institute,10.17253,,"Sep 14, 2015",unknown,-
Sunmedia,10.3887,"May 13, 2008",unknown,unknown,-
Suomalaisen Kirjallisuuden Seura,10.21435,,unknown,unknown,-
Surdurulebilir ve Engelsiz Bilim Egitimi,10.18197,,"Nov 12, 2015",unknown,-
Surgisphere Corporation,10.5299,"Jul 06, 2010",unknown,unknown,-
Surname DNA Journal,10.14487,"Nov 11, 2013","Jun 01, 2015",unknown,-
Sustainable Building Research Center,10.5390,"Sep 07, 2010",unknown,unknown,Yes
Swedish Science Pioneers,10.13183,"Jun 24, 2013","Mar 08, 2016",unknown,-
SWGE Sistemas,10.20906,,"Apr 28, 2016",unknown,-
Swinburne University of Technology,10.7790,"Jul 24, 2012","Oct 23, 2015",unknown,-
Swiss Chemical Society,10.2533,"May 16, 2006","Apr 23, 2016",unknown,Yes
Swiss Forestry Society,10.3188,"Mar 19, 2007","May 03, 2016","May 12, 2016",Yes
"Swiss Medical Press, GmbH",10.15256,"Mar 28, 2014","Apr 28, 2016",unknown,-
Symbiosis Group,10.15226,"May 23, 2014","Apr 01, 2016",unknown,-
"Symposium Books, Ltd.",10.15730,,"Feb 03, 2016",unknown,-
Symposium Journals,10.2304,"Jul 05, 2005","Jan 30, 2015","Sep 14, 2015",Yes
"Synapse, LLC",10.20514,,unknown,unknown,-
"Synatom Research, LLC",10.13070,"May 21, 2013","Apr 06, 2016",unknown,-
Synchro Publisher,10.20941,,"Apr 12, 2016",unknown,-
Synergy Publishers,10.12970,"Apr 16, 2013","Apr 02, 2016",unknown,-
Syracuse University Libraries,10.14305,"Sep 12, 2013","Apr 06, 2015",unknown,-
Systematic and Applied Acarology Society,10.11158,"Nov 28, 2012","May 11, 2016",unknown,-
Szczecinskie Towarzystwo Naukowe,10.3750,"Nov 30, 2007","Apr 11, 2016",unknown,Yes
SZD - Slovenian Medical Association,10.6016,"Nov 16, 2011",unknown,unknown,-
Szent Istvan Egyetem,10.17837,,"May 15, 2015",unknown,-
Szent Istvan University Faculty of Economics and Social Sciences,10.18515,,"Oct 05, 2015",unknown,-
SZTE Hungarian Scientific Society of the Silicate Industry,10.14382,"Sep 30, 2013","Mar 06, 2016",unknown,-
SZVT Research and Development Center,10.12663,"Feb 21, 2013","Oct 29, 2015",unknown,-
TAF Publishing,10.20474,,unknown,unknown,-
Taiwan Association for Aerosol Research,10.4209,"May 12, 2009","May 09, 2016",unknown,-
Taiwanese Society of Biomedical Engineering,10.5405,"Sep 15, 2010",unknown,unknown,-
Taiwanese Society of Molecular Medicine,10.4105,"Jan 27, 2009",unknown,unknown,-
Tambov State Technical University,10.17277,,"Mar 28, 2016",unknown,-
Tambov State University - G.R. Derzhavin,10.20310,,"Mar 31, 2016",unknown,-
Tamkang Journal of Mathematics,10.5556,"Feb 09, 2011","Mar 02, 2016",unknown,-
TAPAC: Theatre and Performance Across Cultures,10.15229,"Mar 17, 2014","Feb 29, 2016","Feb 29, 2016",-
Taras Shevchenko National University of Kyiv,10.17721,,"Apr 20, 2016","Jun 03, 2015",-
Tarih Incelemeleri Dergisi,10.18513,,unknown,unknown,-
TASH,10.2511,"Aug 01, 2001","Nov 25, 2015","Mar 06, 2014",Yes
Tatar Educational Centre Taglimat,10.21202,,"May 05, 2016","May 03, 2016",-
Tax Law Association,10.16974,,"Dec 02, 2015",unknown,-
Teachers' Training Faculty,10.5776,"Aug 16, 2011",unknown,unknown,-
Techmind Research Society,10.17722,,"Apr 27, 2016",unknown,-
Technical Education Faculty Gazi University,10.2339,"Sep 23, 2005",unknown,unknown,-
Technical Institute Bijeljina,10.5825,"Mar 06, 2012",unknown,unknown,-
Technical Institute Bijeljina,10.12670,"Mar 06, 2012",unknown,unknown,-
Technical Institute Bijeljina,10.5825,"Mar 06, 2012",unknown,unknown,-
Technical Institute Bijeljina,10.12670,"Mar 06, 2012",unknown,unknown,-
Technical University of Kosice,10.12776,"Feb 28, 2013","Apr 01, 2016",unknown,-
"Technical University of Kosice, Faculty of Electrical Engineering and Informatics",10.15546,,"Mar 22, 2016",unknown,-
"Technical university of Kosice, Faculty of Mechanical Engineering",10.21496,,unknown,unknown,-
Technical University of Liberac,10.15240,"Mar 18, 2014","Apr 27, 2016",unknown,-
Techno-Press,10.12989,"Apr 10, 2013","May 10, 2016",unknown,-
TECSI,10.4301,"Aug 31, 2009","May 07, 2016",unknown,-
TECSI,10.5748,"Aug 31, 2009","Aug 02, 2015",unknown,-
TECSI,10.4301,"Aug 31, 2009","May 07, 2016",unknown,-
TECSI,10.5748,"Aug 31, 2009","Aug 02, 2015",unknown,-
Teflin Journal,10.15639,"Jul 15, 2014","Mar 27, 2016",unknown,-
Tejass Publisheers,10.17148,,"Apr 18, 2016",unknown,-
Teknik Dergi,10.18400,,unknown,unknown,-
Telecommunications Association Inc.,10.18080,,"May 05, 2016",unknown,-
Telos Press,10.3817,"Feb 29, 2008","Jun 15, 2015",unknown,-
Temas em Saude,10.21169,,unknown,unknown,-
Temple University Press,10.15367,"May 05, 2014","Dec 03, 2015",unknown,-
TEMPO,10.20509,,"Apr 27, 2016",unknown,-
"Tenri Foundation, Tenri Institute of Medical Research",10.12936,"Mar 18, 2013","Dec 24, 2015",unknown,-
Ter es Tarsadalom Journal,10.17649,,"Mar 03, 2016",unknown,-
Terapia Manual,10.9736,"Sep 17, 2012",unknown,unknown,-
Termedia Sp. z.o.o.,10.5114,"Feb 18, 2010","Nov 25, 2015","Sep 14, 2015",-
Termeszetfoldrajzi Kozlemenyek Journal,10.17799,,"Nov 04, 2015",unknown,-
Termeszetvedelmi Kozlemenyek,10.20332,,unknown,unknown,-
Ternopil State Medical University,10.11603,"Dec 10, 2012","May 10, 2016","Jun 01, 2015",-
Terrapub,10.5047,"Dec 22, 2009","Apr 19, 2016",unknown,-
"TESAM Ekonomik, Siyasal ve Stratejik Arastirmalar Merkezi",10.17574,,unknown,unknown,-
TESL Canada Federation,10.18806,,"May 04, 2016",unknown,-
"Tethys, Journal of Weather & Climate of the Western Mediterranean",10.3369,"Aug 16, 2007","Mar 21, 2016",unknown,-
Texas Christian University,10.18776,,unknown,unknown,-
Texas Heart Institute Journal,10.14503,"Nov 19, 2013","Apr 05, 2016","Jul 29, 2015",-
Texila American University,10.21522,,unknown,unknown,-
Textile Bioengineering and Informatics Society,10.3993,"Aug 05, 2008","Jan 05, 2016",unknown,-
"Textrum, Ltd.",10.5127,"Mar 08, 2010","May 01, 2016",unknown,Yes
The Academic Society of Japanese Garden,10.5982,"Nov 02, 2011","Feb 28, 2014",unknown,-
The Academy of Clinical Dentistry,10.14399,"Oct 15, 2013","Dec 22, 2015",unknown,-
The Academy of Management,10.5465,"Nov 22, 2010","May 11, 2016",unknown,-
The Acarological Society of Japan,10.2300,"Jun 14, 2005","Jan 26, 2016",unknown,Yes
The Acoustical Society of Korea,10.7776,"Jul 19, 2012","May 10, 2016",unknown,-
The Adhesion Society of Japan,10.11618,"Dec 17, 2012","Apr 19, 2016",unknown,-
The Agricultural Economic Society of Tohoku,10.11617,"Dec 17, 2012","Mar 26, 2014",unknown,-
The Agricultural Economics Society of Japan,10.18480,,"Mar 01, 2016",unknown,-
The Altaic Society of Korea,10.15816,,"Dec 02, 2015",unknown,-
The American Association of Immunologists,10.4049,"Oct 28, 2008","May 11, 2016",unknown,Yes
The American School of Classical Studies at Athens,10.2972,"Sep 08, 2006","May 11, 2016","May 12, 2016",Yes
The American Schools of Oriental Research,10.5615,"Mar 07, 2011","May 12, 2016","Dec 21, 2015",-
The American University in Cairo Press,10.5743,"May 24, 2011","Jan 21, 2016",unknown,-
The Angle Orthodontist,10.2319,"Sep 06, 2005","May 09, 2016",unknown,Yes
The Antioch Review,10.7723,"Jul 16, 2012","May 11, 2016","Dec 21, 2015",-
The Apicultural Society of Korea,10.17519,,"Nov 17, 2015",unknown,-
The Arctic Institute of North America,10.14430,"Oct 22, 2013","Apr 11, 2016",unknown,-
The Asian Association of World Historians,10.12773,"Feb 19, 2013","Mar 12, 2015",unknown,-
The Asian Council of Science Editors,10.21124,,unknown,unknown,-
The Association for Korean Linguistics,10.20405,,"Mar 09, 2016",unknown,-
The Association for Plant Protection of Kyushu,10.4241,"Jun 16, 2009","Apr 21, 2016",unknown,-
The Association for Regional Agricultural and Forestry Economics,10.7310,"Mar 07, 2012","Mar 31, 2016",unknown,-
The Association for Rural Planning,10.2750,"Mar 20, 2008","Mar 29, 2016",unknown,-
The Association for the Historical Studies on Korean National Movement,10.19162,,"Apr 21, 2016",unknown,-
The Association International Academy of Communicology,10.21453,,unknown,unknown,-
"The Association of Baccalaureate Social Work Program Directors, Inc.",10.18084,,"Jan 12, 2016",unknown,-
The Association of East Asian Ancient Studies,10.17070,,"Mar 31, 2016",unknown,-
The Association of English Language and Literature in Korea,10.21559,,unknown,unknown,-
The Association of Japanese Geographers,10.4157,"Mar 23, 2009","Mar 28, 2016",unknown,Yes
The Association of Japanology in East Asia,10.18075,,"Dec 02, 2015",unknown,-
The Association of Korea Counseling Psychology Education Welfare,10.20496,,"Jan 31, 2016",unknown,-
The Association of Korea Literary Theory and Criticism,10.20461,,"Feb 26, 2016",unknown,-
The Association of Korea Literature in Chinese,10.17260,,"Dec 02, 2015",unknown,-
The Association of Korean Drama,10.15716,,"Sep 14, 2015",unknown,-
The Association of Korean Education,10.15734,,"Dec 02, 2015",unknown,-
The Association of Korean Oriental Pediatrics,10.7778,"Jul 19, 2012","Nov 05, 2015",unknown,-
The Association of Modern British and American Language and Literature,10.21084,,"Apr 13, 2016",unknown,-
The Association of North-East Asian Cultures,10.17949,,"Oct 15, 2015",unknown,-
The Association of Popular Narrative,10.18856,,"Oct 27, 2015",unknown,-
The Association of Theory and Practice of Private Law,10.21132,,unknown,unknown,-
The Atomic Energy Society of Japan,10.15669,,"Sep 09, 2015",unknown,-
The Behaviormetric Society of Japan,10.2333,"Sep 06, 2005","Nov 26, 2015",unknown,Yes
The Biometric Society of Japan,10.5691,"Apr 04, 2011","Mar 13, 2016",unknown,Yes
The Botanical Society of Japan,10.15281,"Mar 20, 2014","May 18, 2015",unknown,-
The Brain Sciences Foundation,10.7214,"Feb 23, 2012",unknown,unknown,-
The British and American Language and Literature Association of Korea,10.21297,,unknown,unknown,-
The Bulletin of Legal Medicine,10.17986,,"May 08, 2016",unknown,-
The Busan Gyeongnam Mathematical Society,10.7858,"Aug 13, 2012","May 10, 2016",unknown,-
The Campbell Collaboration,10.4073,"Dec 11, 2008","Mar 31, 2016",unknown,-
The Carbon Society of Japan,10.7209,"Feb 14, 2012","May 01, 2016",unknown,-
The Center for Asia and Diaspora,10.15519,,"Nov 16, 2015",unknown,-
"The Center for Fire Science and Technology, Research Institute for Science and Technology, Tokyo University of Science",10.3210,"Apr 26, 2007","Apr 10, 2016",unknown,Yes
The Center for Japanese Studies,10.20404,,unknown,unknown,-
The Center for Social Welfare Research,10.17997,,"Jul 19, 2015",unknown,-
The Charleston Co.,10.5260,"Jun 11, 2010","Apr 18, 2016",unknown,Yes
The Chemical Society of Japan,10.1246,"Jun 01, 2002","May 11, 2016",unknown,Yes
The Chemical Society of Japan,10.20963,,unknown,unknown,-
The Chemical Society of Japan,10.1246,"Jun 01, 2002","May 11, 2016",unknown,Yes
The Chemical Society of Japan,10.20963,,unknown,unknown,-
The Chinese Linguistic Society of Japan,10.7131,"Dec 21, 2011",unknown,unknown,-
The Chinese Society of Theoretical and Applied Mechanics,10.5529,"Dec 21, 2010",unknown,"Mar 09, 2015",-
The Choson Dynasty History Association,10.21568,,unknown,unknown,-
The City History Compilation Committee of Busan,10.19169,,unknown,unknown,-
The City Planning Institute of Japan,10.14398,"Oct 15, 2013","Apr 10, 2016",unknown,-
The Classic and English Renaissance Literature Association of Korea,10.17259,,"Jun 10, 2015",unknown,-
The Classical Chinese Literature Association of Korea,10.18213,,"Jun 16, 2015",unknown,-
The College Music Society,10.18177,,"May 04, 2016",unknown,-
The College of the Bahamas,10.15362,,"Apr 13, 2016",unknown,-
The Commonwealth Fund,10.2510,"Mar 06, 2006",unknown,unknown,-
The Company of Biologists,10.1242,"May 01, 2002","May 12, 2016","Sep 14, 2015",Yes
The Computational Structural Engineering Institute,10.7734,"Jun 25, 2012","Jan 24, 2016",unknown,-
The Corrosion Science Society of Korea,10.14773,"Jan 14, 2014","May 10, 2016",unknown,-
The Council on Employee Responsibilities and Rights,10.4223,"May 28, 2009",unknown,unknown,-
The Criticism and Theory Society of Korea,10.19116,,unknown,unknown,-
The Crystallographic Society of Japan,10.5940,"Sep 16, 2011","Apr 29, 2016",unknown,-
The Discourse and Cognitive Linguistics Society of Korea,10.15718,,"Mar 11, 2016",unknown,-
"The Division of Chemical Information and Computer Sciences, Chemical Society of Japan",10.2751,"Mar 20, 2008","Nov 26, 2015",unknown,-
The Donam Language and Literature,10.17056,,"Jul 09, 2015",unknown,-
The Down Syndrome Educational Trust,10.3104,"Nov 10, 2006",unknown,unknown,-
The e-Crystals Federation,10.3737,"Nov 27, 2007",unknown,unknown,-
The East Asian Association of International Studies,10.15235,"Mar 04, 2014",unknown,unknown,-
The East Asian Society of Dietary Life,10.17495,,"May 09, 2016","May 09, 2016",-
The Ecological Society of Korean,10.5141,"Mar 03, 2010","Jun 14, 2015",unknown,Yes
The Econometric Society,10.3982,"Jul 28, 2008","Apr 04, 2016","Mar 03, 2016",Yes
The Editorial Committee of Annals of Vascular Diseases,10.3400,"Sep 28, 2007","May 03, 2016",unknown,Yes
The Editorial Committee of Synthesiology,10.5571,"Jan 31, 2011","Mar 25, 2016",unknown,Yes
The Editorial Office of Anesthesia and Pain Medicine,10.17085,,"Apr 28, 2016",unknown,-
The Editorial Office of Gut and Liver,10.5009,"Nov 05, 2009","Apr 25, 2016","May 10, 2016",-
The Electrochemical Society,10.1149,"Feb 01, 2001","May 11, 2016",unknown,-
The Electrochemical Society of Japan,10.5796,"Jun 20, 2011","May 04, 2016",unknown,-
The Electromagnetics Academy,10.2532,"May 16, 2006",unknown,unknown,Yes
The Electromagnetics Academy (EMW Publishing),10.2528,"Apr 27, 2006","May 11, 2016",unknown,-
The Electromagnetics Academy (Piers Enterprises),10.2529,"May 08, 2006",unknown,unknown,-
The Electronic Materials Research Association,10.13077,"May 21, 2013",unknown,unknown,-
The Endocrine Society,10.1210,"Mar 01, 2002","May 11, 2016","Apr 04, 2016",Yes
The Energy and Resources Institute,10.18329,,"Aug 27, 2015",unknown,-
The English Linguistic Society of Japan,10.5022,"Nov 24, 2009",unknown,unknown,-
The English Linguistic Society of Japan,10.9793,"Nov 01, 2012","Sep 04, 2015",unknown,-
The English Linguistic Society of Japan,10.5022,"Nov 24, 2009",unknown,unknown,-
The English Linguistic Society of Japan,10.9793,"Nov 01, 2012","Sep 04, 2015",unknown,-
The English Linguistics Society of Korea,10.17960,,"Nov 18, 2015",unknown,-
The Ergonomics Society of Korea,10.5143,"Mar 03, 2010","May 10, 2016",unknown,Yes
The European Research Journal,10.18621,,"May 11, 2016",unknown,-
The European Union Studies Association - Japan,10.5135,"Feb 25, 2010","Jun 09, 2015",unknown,Yes
The Family in America,10.17757,,unknown,unknown,-
The Feinstein Institute for Medical Research (North Shore LIJ Research Institute),10.2119,"Oct 07, 2004","Mar 18, 2016",unknown,Yes
The Feinstein Institute for Medical Research (North Shore LIJ Research Institute),10.15424,"Oct 07, 2004",unknown,unknown,-
The Feinstein Institute for Medical Research (North Shore LIJ Research Institute),10.2119,"Oct 07, 2004","Mar 18, 2016",unknown,Yes
The Feinstein Institute for Medical Research (North Shore LIJ Research Institute),10.15424,"Oct 07, 2004",unknown,unknown,-
The Fibreculture Journal,10.15307,"Mar 31, 2014","Jan 18, 2016",unknown,-
The Finnish Society of Photogrammetry and Remote Sensing,10.17690,,"Apr 21, 2016",unknown,-
The Food System Research Association of Japan,10.5874,"Aug 09, 2011","Apr 29, 2016",unknown,-
The Foot and Ankle Online Journal,10.3827,"Mar 10, 2008",unknown,unknown,-
The Forest Herbarium,10.20531,,unknown,unknown,-
The Foundation Review,10.4087,"Sep 10, 2012","Feb 06, 2014",unknown,-
The French Language and Literature Association of Korea,10.18824,,"Apr 17, 2016",unknown,-
The Fukushima Society of Medical Science,10.5387,"Sep 07, 2010","Mar 25, 2016",unknown,Yes
The GCSSEPM Foundation,10.5724,"Apr 27, 2011",unknown,unknown,-
The Genetics Society of America,10.1534,"Jan 01, 2004","May 11, 2016",unknown,Yes
The Genetics Society of Japan,10.1266,"Jun 01, 2002","May 01, 2016",unknown,Yes
The Geochemical Society of Japan,10.2343,"Sep 30, 2005","Mar 27, 2016",unknown,Yes
The Geographic Education Society of Japan,10.5996,"Nov 07, 2011",unknown,unknown,-
The Geological Society of Finland,10.17741,,"Oct 27, 2015",unknown,-
The Geological Society of Japan,10.5575,"Feb 07, 2011","Apr 14, 2016",unknown,Yes
The Geological Society of Korea,10.14770,"Jan 14, 2014","Mar 23, 2016","Jan 19, 2016",-
The Global Journals,10.15373,"Apr 22, 2014",unknown,unknown,-
The Gorbatov's All-Russian Meat Research Institute,10.21323,,unknown,unknown,-
"The Graduate School of Advanced Imaging Science, Multimedia and Film at Chung-Ang University",10.15323,"Apr 02, 2014","Apr 28, 2016",unknown,-
The Grotowski Institute,10.5247,"Jun 14, 2010",unknown,unknown,-
The Hallym Academyn of Sciences,10.15797,,"Jan 11, 2016",unknown,-
The HCI Society of Korea,10.17210,,"Jan 25, 2016",unknown,-
The Health Care Science Institute,10.4091,"Jan 14, 2009","Jan 20, 2016",unknown,Yes
The Hebrew University Magnes Press,10.4243,"Jun 22, 2009",unknown,unknown,-
The Hegel Society of Korea,10.17281,,"Sep 14, 2015",unknown,-
The Higher Education Academy,10.11120,"Nov 07, 2012","Jan 15, 2016","Feb 16, 2015",-
The Higher Education Electronic & Audio-Video Press,10.2738,"Jun 13, 2006",unknown,unknown,-
The Homan Mathematical Society,10.5831,"Jul 18, 2011","May 10, 2016",unknown,-
The Hong Kong University of Science and Technology Library,10.14711,"Jan 27, 2014","May 06, 2016",unknown,-
The Human Geographical Society of Japan,10.4200,"May 07, 2009","Apr 18, 2016",unknown,Yes
The Indian Society for Surface Science and Technology,10.17834,,unknown,unknown,-
The Indonesian Phytopathological Society,10.14692,"Jan 02, 2014","Apr 07, 2016",unknown,-
The Industrial Research Institute,10.5437,"Nov 22, 2010","Aug 28, 2015",unknown,Yes
The Institute for Basic Social Science,10.21487,,unknown,unknown,-
"The Institute for Culture, Media and Entertainment Laws",10.20995,,unknown,unknown,-
The Institute for Leadership and Global Education,10.4222,"May 28, 2009",unknown,unknown,-
The Institute for Legal Studies,10.18018,,"Mar 06, 2016",unknown,-
The Institute for Northeast Asia Research,10.18013,,"Sep 14, 2015",unknown,-
The Institute for Northeast Asian Law Chonbuk National University,10.19035,,"Feb 17, 2016",unknown,-
The Institute for Research and Community Services ITB,10.5614,"Mar 17, 2011","Mar 31, 2016",unknown,-
"The Institute of Economics, Zagreb",10.15179,"Feb 24, 2014","Jan 25, 2016",unknown,-
The Institute of Electronics Engineers of Korea,10.5573,"Feb 07, 2011","Apr 25, 2016",unknown,Yes
"The Institute of Electronics, Information and Communication Engineers",10.15248,"Mar 11, 2014","Mar 25, 2014",unknown,-
The Institute of Environment Studies Daejeon University,10.15336,"Apr 03, 2014","Jan 20, 2016",unknown,-
The Institute of Humanities Research In Konkuk University,10.21185,,"Apr 28, 2016",unknown,-
The Institute of Image Information and Television Engineers,10.3169,"Mar 20, 2008","Apr 26, 2016",unknown,Yes
The Institute of Korea Bibliography,10.17258,,"Feb 18, 2016",unknown,-
The Institute of Korean Arts Therapy,10.18253,,unknown,unknown,-
"The Institute of Positioning, Navigation and Timing of Japan",10.5266,"Jun 14, 2010","Apr 21, 2016",unknown,Yes
"The Institute of Systems, Control and Information Engineers",10.5687,"Mar 30, 2011","Apr 14, 2016",unknown,Yes
